book_id,goodreads_book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
5060,9376345,Rachel Caine,2011,Bite Club,"Bite Club (The Morganville Vampires, #10)",eng,4.23,25064,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5061,78970,Jeffrey Archer,1985,A Matter of Honor,A Matter of Honor,,3.9,16502,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5062,469901,Linda Howard,2000,Mr. Perfect,Mr. Perfect,eng,4.07,24753,https://images.gr-assets.com/books/1327960914m/469901.jpg,https://images.gr-assets.com/books/1327960914s/469901.jpg
5063,16093188,M. Leighton,2013,Up to Me,"Up to Me (The Bad Boys, #2)",eng,4.12,30597,https://images.gr-assets.com/books/1355328750m/16093188.jpg,https://images.gr-assets.com/books/1355328750s/16093188.jpg
5064,16124019,Mira Lyn Kelly,2012,Waking Up Married,"Waking Up Married (Waking Up, #1)",en-US,3.53,23812,https://images.gr-assets.com/books/1352411782m/16124019.jpg,https://images.gr-assets.com/books/1352411782s/16124019.jpg
5065,1225261,Linwood Barclay,2007,No Time for Goodbye,No Time for Goodbye (No Time For Goodbye #1),eng,4,17413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5066,207802,Katherine Hannigan,2004,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World","Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",eng,3.86,20551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5067,4703450,Robin Hobb,2009,The Dragon Keeper,"The Dragon Keeper (Rain Wild Chronicles, #1)",eng,3.93,19620,https://images.gr-assets.com/books/1330079386m/4703450.jpg,https://images.gr-assets.com/books/1330079386s/4703450.jpg
5068,210404,Aldo Leopold,1949,A Sand County Almanac,A Sand County Almanac and Sketches Here and There,,4.24,16792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5069,895886,"Eric Knight, Marguerite Kirmse",1940,Lassie Come-Home,Lassie Come-Home,,4.16,19100,https://images.gr-assets.com/books/1316130656m/895886.jpg,https://images.gr-assets.com/books/1316130656s/895886.jpg
5070,178788,"T. Colin Campbell, Thomas M. Campbell II",2001,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health","The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",en-GB,4.21,16485,https://images.gr-assets.com/books/1376474019m/178788.jpg,https://images.gr-assets.com/books/1376474019s/178788.jpg
5071,1013383,"Julia Donaldson, Axel Scheffler",1999,The Gruffalo,The Gruffalo,eng,4.47,19609,https://images.gr-assets.com/books/1329674496m/1013383.jpg,https://images.gr-assets.com/books/1329674496s/1013383.jpg
5072,359,Douglas Adams,2002,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"The Salmon of Doubt (Dirk Gently, #3)",eng,3.92,20177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5073,250024,Arthur C. Clarke,1956,The City and the Stars,The City and the Stars,eng,4.08,19032,https://images.gr-assets.com/books/1340242824m/250024.jpg,https://images.gr-assets.com/books/1340242824s/250024.jpg
5074,18667307,"Sui Ishida, 石田 スイ",2012,東京喰種トーキョーグール 1,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",fre,4.43,43490,https://images.gr-assets.com/books/1498748457m/18667307.jpg,https://images.gr-assets.com/books/1498748457s/18667307.jpg
5075,352262,Cressida Cowell,2003,How to train your dragon,"How to Train Your Dragon (How to Train Your Dragon, #1)",en-US,3.85,23042,https://images.gr-assets.com/books/1431930187m/352262.jpg,https://images.gr-assets.com/books/1431930187s/352262.jpg
5076,6753,David Foster Wallace,1999,Brief Interviews with Hideous Men,Brief Interviews with Hideous Men,eng,3.88,15555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5077,170619,Mary Higgins Clark,1992,All Around the Town,All Around the Town,,3.94,20029,https://images.gr-assets.com/books/1355139896m/170619.jpg,https://images.gr-assets.com/books/1355139896s/170619.jpg
5078,4758093,Lauren Conrad,2009,L.A. Candy,"L.A. Candy (L.A. Candy, #1)",en-US,3.36,21910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5079,6618272,Kiera Cass,2009,The Siren,The Siren,eng,3.78,21740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5080,43993,Greg Iles,1999,The Quiet Game,The Quiet Game,eng,4.17,16853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5081,22680,Joseph J. Ellis,1996,American Sphinx: The Character of Thomas Jefferson,American Sphinx: The Character of Thomas Jefferson,eng,3.9,17375,https://images.gr-assets.com/books/1403187214m/22680.jpg,https://images.gr-assets.com/books/1403187214s/22680.jpg
5082,11777020,"Jo Nesbø, Don Bartlett",2008,Hodejegerne,Headhunters,eng,3.78,16509,https://images.gr-assets.com/books/1320551831m/11777020.jpg,https://images.gr-assets.com/books/1320551831s/11777020.jpg
5083,93793,Daniel Silva,2006,The Messenger,"The Messenger (Gabriel Allon, #6)",eng,4.18,16974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5084,243598,Paul Bowles,1949,The Sheltering Sky,The Sheltering Sky,eng,3.92,16494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5085,22910900,Patrick Ness,2015,The Rest of Us Just Live Here,The Rest of Us Just Live Here,eng,3.76,23412,https://images.gr-assets.com/books/1429800081m/22910900.jpg,https://images.gr-assets.com/books/1429800081s/22910900.jpg
5086,1933181,Alison Weir,2008,The Lady Elizabeth,The Lady Elizabeth,eng,3.97,20345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5087,16131193,Lily Koppel,2013,The Astronaut Wives Club,The Astronaut Wives Club,eng,3.26,17837,https://images.gr-assets.com/books/1352436564m/16131193.jpg,https://images.gr-assets.com/books/1352436564s/16131193.jpg
5088,184419,"G.K. Chesterton, Jonathan Lethem",1908,The Man Who Was Thursday - A Nightmare,The Man Who Was Thursday: A Nightmare,eng,3.85,17481,https://images.gr-assets.com/books/1403181403m/184419.jpg,https://images.gr-assets.com/books/1403181403s/184419.jpg
5089,764903,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948,Cheaper by the Dozen,Cheaper by the Dozen,eng,3.99,26266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5090,2198274,"Douglas Preston, Mario Spezi",2008,The Monster of Florence: A True Story,The Monster of Florence,en-US,3.72,21548,https://images.gr-assets.com/books/1306075698m/2198274.jpg,https://images.gr-assets.com/books/1306075698s/2198274.jpg
5091,112525,Daniel Woodrell,2006,Winter's Bone,Winter's Bone,eng,3.92,18306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5092,30243,Laurell K. Hamilton,2004,"Seduced by Moonlighty (Merry Gentry, #3)","Seduced by Moonlight (Merry Gentry, #3)",eng,4.05,26388,https://images.gr-assets.com/books/1500145890m/30243.jpg,https://images.gr-assets.com/books/1500145890s/30243.jpg
5093,1297150,Bernard Cornwell,2007,Sword Song,"Sword Song (The Saxon Stories, #4)",en-US,4.28,17106,https://images.gr-assets.com/books/1407111536m/1297150.jpg,https://images.gr-assets.com/books/1407111536s/1297150.jpg
5094,1734639,Jessica Seinfeld,2007,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,en-US,3.39,17837,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5095,228534,Anita Shreve,1997,The Weight of Water,The Weight of Water,eng,3.62,21394,https://images.gr-assets.com/books/1327936566m/228534.jpg,https://images.gr-assets.com/books/1327936566s/228534.jpg
5096,16062210,Katie Ashley,2013,Music of the Heart,"Music of the Heart (Runaway Train, #1)",eng,4,32013,https://images.gr-assets.com/books/1458915186m/16062210.jpg,https://images.gr-assets.com/books/1458915186s/16062210.jpg
5097,41951,Maeve Binchy,2000,The Scarlet Feather,Scarlet Feather,eng,3.93,20948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5098,16070018,Aleatha Romig,2012,,"Truth (Consequences, #2)",eng,4.38,25472,https://images.gr-assets.com/books/1398768721m/16070018.jpg,https://images.gr-assets.com/books/1398768721s/16070018.jpg
5099,34503,"Terry Pratchett, Paul Kidby",2001,The Last Hero,"The Last Hero (Discworld, #27; Rincewind #7)",eng,4.15,22537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5100,83539,Isaac Asimov,1966,Fantastic Voyage,Fantastic Voyage,,3.89,20415,https://images.gr-assets.com/books/1320425345m/83539.jpg,https://images.gr-assets.com/books/1320425345s/83539.jpg
5101,11472,Philip Gourevitch,1998,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,en-US,4.3,18716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5102,12611073,Jonathan Cahn,2011,,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,,3.93,15063,https://images.gr-assets.com/books/1345009097m/12611073.jpg,https://images.gr-assets.com/books/1345009097s/12611073.jpg
5103,16248078,Daniel Silva,2013,The English Girl,"The English Girl (Gabriel Allon, #13)",eng,4.08,15292,https://images.gr-assets.com/books/1371747020m/16248078.jpg,https://images.gr-assets.com/books/1371747020s/16248078.jpg
5104,8296140,Susan Vreeland,2010,Clara and Mr. Tiffany,Clara and Mr. Tiffany,,3.71,23459,https://images.gr-assets.com/books/1320562282m/8296140.jpg,https://images.gr-assets.com/books/1320562282s/8296140.jpg
5105,18295852,Jennifer E. Smith,2014,The Geography of You and Me,The Geography of You and Me,eng,3.68,22368,https://images.gr-assets.com/books/1376408056m/18295852.jpg,https://images.gr-assets.com/books/1376408056s/18295852.jpg
5106,7991200,L.A. Weatherly,2010,Angel ,"Angel (Angel, #1)",eng,3.89,22262,https://images.gr-assets.com/books/1326626626m/7991200.jpg,https://images.gr-assets.com/books/1326626626s/7991200.jpg
5107,11254850,Brandon Mull,2012,"Seeds of Rebellion (Beyonders, #2)","Seeds of Rebellion (Beyonders, #2)",eng,4.25,20291,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5108,82751,Adeline Yen Mah,1999,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,21410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5109,14785,John Sandford,2001,Chosen Prey,"Chosen Prey (Lucas Davenport, #12)",en-US,4.23,20176,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5110,8320534,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010,,Raymond E. Feist's Magician Master,,4.43,18430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5111,31140847,Vi Keeland,2016,,Bossman,eng,4.25,24354,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5112,2880715,J.R. Ward,2008,The Black Dagger Brotherhood: An Insider's Guide,The Black Dagger Brotherhood: An Insider's Guide,eng,4.32,26144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5113,6120349,"Joe Hill, Gabriel Rodríguez",2009,Head Games ,"Locke & Key, Vol. 2: Head Games",eng,4.36,22505,https://images.gr-assets.com/books/1351338040m/6120349.jpg,https://images.gr-assets.com/books/1351338040s/6120349.jpg
5114,91247,"Beverly Cleary, Alan Tiegreen",1984,Ramona and Her Father,"Ramona and Her Father (Ramona, #4)",eng,4.02,22181,https://images.gr-assets.com/books/1408925643m/91247.jpg,https://images.gr-assets.com/books/1408925643s/91247.jpg
5115,49596,Agatha Christie,1922,The Secret Adversary,The Secret Adversary (Tommy and Tuppence #1),eng,3.82,20457,https://images.gr-assets.com/books/1331721280m/49596.jpg,https://images.gr-assets.com/books/1331721280s/49596.jpg
5116,53413,"Julio Cortázar, Gregory Rabassa",1963,Rayuela,Hopscotch,eng,4.25,10309,https://images.gr-assets.com/books/1367728486m/53413.jpg,https://images.gr-assets.com/books/1367728486s/53413.jpg
5117,9635495,Karin Slaughter,2011,Fallen,"Fallen (Will Trent, #5)",eng,4.23,19777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5118,25689074,Marissa Meyer,2016,Stars Above,"Stars Above (The Lunar Chronicles, #4.5)",eng,4.27,29333,https://images.gr-assets.com/books/1472473049m/25689074.jpg,https://images.gr-assets.com/books/1472473049s/25689074.jpg
5119,1207904,Eric Clapton,2007,Clapton: The Autobiography,Clapton: The Autobiography,en-US,3.81,16369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5120,647,Naomi Klein,1999,No Logo,No Logo,en-US,3.86,18792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5121,43927,Harlan Coben,2003,No Second Chance,No Second Chance,eng,4.05,18799,https://images.gr-assets.com/books/1309281936m/43927.jpg,https://images.gr-assets.com/books/1309281936s/43927.jpg
5122,7748,Hunter S. Thompson,1973,Fear and Loathing on the Campaign Trail '72,Fear and Loathing on the Campaign Trail '72,en-US,4.1,15306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5123,764434,P.D. James,1971,Shroud for a Nightingale,Shroud for a Nightingale (Adam Dalgliesh #4),eng,4.04,18044,https://images.gr-assets.com/books/1321172495m/764434.jpg,https://images.gr-assets.com/books/1321172495s/764434.jpg
5124,21853633,Sarah Addison Allen,2015,First Frost,"First Frost (Waverley Family, #2)",eng,3.95,20936,https://images.gr-assets.com/books/1410962794m/21853633.jpg,https://images.gr-assets.com/books/1410962794s/21853633.jpg
5125,223380,Ted Chiang,2002,Stories of Your Life and Others ,Stories of Your Life and Others,eng,4.27,16252,https://images.gr-assets.com/books/1356138316m/223380.jpg,https://images.gr-assets.com/books/1356138316s/223380.jpg
5126,53926,Mario Vargas Llosa,2006,Travesuras de la niña mala,Travesuras de la niña mala,spa,4.04,11707,https://images.gr-assets.com/books/1405421130m/53926.jpg,https://images.gr-assets.com/books/1405421130s/53926.jpg
5127,6449290,Heidi W. Durrow,2010,The Girl Who Fell From the Sky,The Girl Who Fell from the Sky,en-US,3.6,19139,https://images.gr-assets.com/books/1285276805m/6449290.jpg,https://images.gr-assets.com/books/1285276805s/6449290.jpg
5128,4031,Bret Easton Ellis,2005,Lunar Park,Lunar Park,,3.6,16431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5129,32523,Lisa Gardner,2007,"Hide (Detective D.D. Warren, #2) ","Hide (Detective D.D. Warren, #2)",eng,4.14,21892,https://images.gr-assets.com/books/1327979037m/32523.jpg,https://images.gr-assets.com/books/1327979037s/32523.jpg
5130,969177,Habiburrahman El-Shirazy,2004,Ayat-ayat Cinta,Ayat-Ayat Cinta,ind,3.81,12345,https://images.gr-assets.com/books/1439347437m/969177.jpg,https://images.gr-assets.com/books/1439347437s/969177.jpg
5131,29519514,Erin Watt,2016,Broken prince,"Broken Prince (The Royals, #2)",eng,4.11,21901,https://images.gr-assets.com/books/1464248584m/29519514.jpg,https://images.gr-assets.com/books/1464248584s/29519514.jpg
5132,16054811,"Paulo Coelho, Margaret Jull Costa",2012,Manuscrito encontrado em Accra,Manuscript Found in Accra,en-US,3.8,14318,https://images.gr-assets.com/books/1362586181m/16054811.jpg,https://images.gr-assets.com/books/1362586181s/16054811.jpg
5133,9296438,Lisa Scottoline,2011,Save Me,Save Me,,3.63,20168,https://images.gr-assets.com/books/1311983193m/9296438.jpg,https://images.gr-assets.com/books/1311983193s/9296438.jpg
